Gene.Ontology.ID,Function
GO:0005980,  glycogen catabolic process  [isa: 0009251  0000272  0009057  1901575  0009056  0008152  0008150 ]
GO:0030980,  alpha-glucan catabolic process  [isa: 0009251  0000272  0009057  1901575  0009056  0008152  0008150 ]
GO:0044247,  cellular polysaccharide catabolic process  [isa: 0000272  0009057  1901575  0009056  0008152  0008150 ]
GO:0045490,  pectin catabolic process  [isa: 0000272  0009057  1901575  0009056  0008152  0008150 ]
GO:0044265,  cellular macromolecule catabolic process  [isa: 0009057  1901575  0009056  0008152  0008150 ]
GO:0006308,  DNA catabolic process  [isa: 0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0006401,  RNA catabolic process  [isa: 0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0006402,  mRNA catabolic process  [isa: 0006401  0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0034661,  ncRNA catabolic process  [isa: 0006401  0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0016075,  rRNA catabolic process  [isa: 0034661  0006401  0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0016998,  cell wall macromolecule catabolic process  [isa: 0044265  0009057  1901575  0009056  0008152  0008150 ]
GO:0016042,  lipid catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0044242,  cellular lipid catabolic process  [isa: 0016042  1901575  0009056  0008152  0008150 ]
GO:0009062,  fatty acid catabolic process  [isa: 0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0006635,  fatty acid beta-oxidation  [isa: 0009062  0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0033539,  fatty acid beta-oxidation using acyl-CoA dehydrogenase  [isa: 0006635  0009062  0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0019626,  short-chain fatty acid catabolic process  [isa: 0009062  0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0019543,  propionate catabolic process  [isa: 0019626  0009062  0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0009395,  phospholipid catabolic process  [isa: 0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0046475,  glycerophospholipid catabolic process  [isa: 0009395  0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0046503,  glycerolipid catabolic process  [isa: 0044242  0016042  1901575  0009056  0008152  0008150 ]
GO:0016052,  carbohydrate catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0006096,  glycolytic process  [isa: 0016052  1901575  0009056  0008152  0008150 ]
GO:0061615,  glycolytic process through fructose-6-phosphate  [isa: 0006096  0016052  1901575  0009056  0008152  0008150 ]
GO:0009313,  oligosaccharide catabolic process  [isa: 0016052  1901575  0009056  0008152  0008150 ]
GO:0046352,  disaccharide catabolic process  [isa: 0009313  0016052  1901575  0009056  0008152  0008150 ]
GO:0005993,  trehalose catabolic process  [isa: 0046352  0009313  0016052  1901575  0009056  0008152  0008150 ]
GO:0051692,  cellular oligosaccharide catabolic process  [isa: 0009313  0016052  1901575  0009056  0008152  0008150 ]
GO:0019579,  aldaric acid catabolic process  [isa: 0016052  1901575  0009056  0008152  0008150 ]
GO:0019394,  glucarate catabolic process  [isa: 0019579  0016052  1901575  0009056  0008152  0008150 ]
GO:0046392,  galactarate catabolic process  [isa: 0019579  0016052  1901575  0009056  0008152  0008150 ]
GO:0044275,  cellular carbohydrate catabolic process  [isa: 0016052  1901575  0009056  0008152  0008150 ]
GO:0019404,  galactitol catabolic process  [isa: 0019407  0019405  0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0046176,  aldonic acid catabolic process  [isa: 0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0019584,  galactonate catabolic process  [isa: 0046176  0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0034194,  D-galactonate catabolic process  [isa: 0019584  0046176  0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0046177,  D-gluconate catabolic process  [isa: 0046176  0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0061678,  Entner-Doudoroff pathway  [isa: 0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0009255,  Entner-Doudoroff pathway through 6-phosphogluconate  [isa: 0061678  0044275  0016052  1901575  0009056  0008152  0008150 ]
GO:0046185,  aldehyde catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0046434,  organophosphate catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0019700,  organic phosphonate catabolic process  [isa: 0046434  1901575  0009056  0008152  0008150 ]
GO:0046168,  glycerol-3-phosphate catabolic process  [isa: 0046434  1901575  0009056  0008152  0008150 ]
GO:0046386,  deoxyribose phosphate catabolic process  [isa: 0046434  1901575  0009056  0008152  0008150 ]
GO:1901292,  nucleoside phosphate catabolic process  [isa: 0046434  1901575  0009056  0008152  0008150 ]
GO:0009143,  nucleoside triphosphate catabolic process  [isa: 1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009146,  purine nucleoside triphosphate catabolic process  [isa: 0009143  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009149,  pyrimidine nucleoside triphosphate catabolic process  [isa: 0009143  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009213,  pyrimidine deoxyribonucleoside triphosphate catabolic process  [isa: 0009149  0009143  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009204,  deoxyribonucleoside triphosphate catabolic process  [isa: 0009143  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009166,  nucleotide catabolic process  [isa: 1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009261,  ribonucleotide catabolic process  [isa: 0009166  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0009264,  deoxyribonucleotide catabolic process  [isa: 0009166  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0033869,  nucleoside bisphosphate catabolic process  [isa: 1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:0034031,  ribonucleoside bisphosphate catabolic process  [isa: 0033869  1901292  0046434  1901575  0009056  0008152  0008150 ]
GO:2001059,  D-tagatose 6-phosphate catabolic process  [isa: 0046434  1901575  0009056  0008152  0008150 ]
GO:1901136,  carbohydrate derivative catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0046348,  amino sugar catabolic process  [isa: 1901136  1901575  0009056  0008152  0008150 ]
GO:0019262,  N-acetylneuraminate catabolic process  [isa: 0046348  1901136  1901575  0009056  0008152  0008150 ]
GO:0097173,  N-acetylmuramic acid catabolic process  [isa: 0046348  1901136  1901575  0009056  0008152  0008150 ]
GO:1901072,  glucosamine-containing compound catabolic process  [isa: 0046348  1901136  1901575  0009056  0008152  0008150 ]
GO:0052782,  amino disaccharide catabolic process  [isa: 1901136  1901575  0009056  0008152  0008150 ]
GO:0052777,  diacetylchitobiose catabolic process  [isa: 0052782  1901136  1901575  0009056  0008152  0008150 ]
GO:1901658,  glycosyl compound catabolic process  [isa: 1901136  1901575  0009056  0008152  0008150 ]
GO:1902777,  6-sulfoquinovose [isa: 1901136  1901575  0009056  0008152  0008150 ]
GO:1901361,  organic cyclic compound catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0010124,  phenylacetate catabolic process  [isa: 1901361  1901575  0009056  0008152  0008150 ]
GO:0019336,  phenol-containing compound catabolic process  [isa: 1901361  1901575  0009056  0008152  0008150 ]
GO:1901023,  4-hydroxyphenylacetate catabolic process  [isa: 0019336  1901361  1901575  0009056  0008152  0008150 ]
GO:0034655,  nucleobase-containing compound catabolic process  [isa: 1901361  1901575  0009056  0008152  0008150 ]
GO:1901569,  fatty acid derivative catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:1901616,  organic hydroxy compound catabolic process  [isa: 1901575  0009056  0008152  0008150 ]
GO:0051144,  propanediol catabolic process  [isa: 0042846  0034313  0046174  0046164  1901616  1901575  0009056  0008152  0008150 ]
GO:0009058,  biosynthetic process  [isa: 0008152  0008150 ]
GO:0044249,  cellular biosynthetic process  [isa: 0009058  0008152  0008150 ]
GO:0044283,  small molecule biosynthetic process  [isa: 0009058  0008152  0008150 ]
GO:0009110,  vitamin biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0016053,  organic acid biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0034404,  nucleobase-containing small molecule biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0042181,  ketone biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0046165,  alcohol biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0034309,  primary alcohol biosynthetic process  [isa: 0046165  0044283  0009058  0008152  0008150 ]
GO:0046295,  glycolate biosynthetic process  [isa: 0034309  0046165  0044283  0009058  0008152  0008150 ]
GO:0046364,  monosaccharide biosynthetic process  [isa: 0044283  0009058  0008152  0008150 ]
GO:0019294,  keto-3-deoxy-D-manno-octulosonic acid biosynthetic process  [isa: 0046364  0044283  0009058  0008152  0008150 ]
GO:0019319,  hexose biosynthetic process  [isa: 0046364  0044283  0009058  0008152  0008150 ]
GO:0006094,  gluconeogenesis  [isa: 0019319  0046364  0044283  0009058  0008152  0008150 ]
GO:0044550,  secondary metabolite biosynthetic process  [isa: 0009058  0008152  0008150 ]
GO:0009403,  toxin biosynthetic process  [isa: 0044550  0009058  0008152  0008150 ]
GO:1901576,  organic substance biosynthetic process  [isa: 0009058  0008152  0008150 ]
GO:0006556,  S-adenosylmethionine biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0006799,  polyphosphate biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0008610,  lipid biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0009059,  macromolecule biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0016051,  carbohydrate biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0035384,  thioester biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0046184,  aldehyde biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0090407,  organophosphate biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:1901137,  carbohydrate derivative biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:1901362,  organic cyclic compound biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:1901617,  organic hydroxy compound biosynthetic process  [isa: 1901576  0009058  0008152  0008150 ]
GO:0019674,  NAD metabolic process  [isa: 0008152  0008150 ]
GO:0019748,  secondary metabolic process  [isa: 0008152  0008150 ]
GO:0009237,  siderophore metabolic process  [isa: 0019748  0008152  0008150 ]
GO:0009238,  enterobactin metabolic process  [isa: 0009237  0019748  0008152  0008150 ]
GO:0009404,  toxin metabolic process  [isa: 0019748  0008152  0008150 ]
GO:0032259,  methylation  [isa: 0008152  0008150 ]
GO:0043414,  macromolecule methylation  [isa: 0032259  0008152  0008150 ]
GO:0001510,  RNA methylation  [isa: 0043414  0032259  0008152  0008150 ]
GO:0030488,  tRNA methylation  [isa: 0001510  0043414  0032259  0008152  0008150 ]
GO:0002128,  tRNA nucleoside ribose methylation  [isa: 0030488  0001510  0043414  0032259  0008152  0008150 ]
GO:0002938,  tRNA guanine ribose methylation  [isa: 0002128  0030488  0001510  0043414  0032259  0008152  0008150 ]
GO:0106004,  tRNA  [isa: 0030488  0001510  0043414  0032259  0008152  0008150 ]
GO:0031167,  rRNA methylation  [isa: 0001510  0043414  0032259  0008152  0008150 ]
GO:0000451,  rRNA 2'-O-methylation  [isa: 0031167  0001510  0043414  0032259  0008152  0008150 ]
GO:0000453,  enzyme-directed rRNA 2'-O-methylation  [isa: 0000451  0031167  0001510  0043414  0032259  0008152  0008150 ]
GO:0070475,  rRNA base methylation  [isa: 0031167  0001510  0043414  0032259  0008152  0008150 ]
GO:0070476,  rRNA  [isa: 0070475  0031167  0001510  0043414  0032259  0008152  0008150 ]
GO:0036265,  RNA  [isa: 0001510  0043414  0032259  0008152  0008150 ]
GO:0006306,  DNA methylation  [isa: 0043414  0032259  0008152  0008150 ]
GO:0006479,  protein methylation  [isa: 0043414  0032259  0008152  0008150 ]
GO:0042440,  pigment metabolic process  [isa: 0008152  0008150 ]
GO:0042168,  heme metabolic process  [isa: 0042440  0008152  0008150 ]
GO:0046156,  siroheme metabolic process  [isa: 0042168  0042440  0008152  0008150 ]
GO:0048033,  heme o metabolic process  [isa: 0042168  0042440  0008152  0008150 ]
GO:0046148,  pigment biosynthetic process  [isa: 0042440  0008152  0008150 ]
GO:0042445,  hormone metabolic process  [isa: 0008152  0008150 ]
GO:0009850,  auxin metabolic process  [isa: 0042445  0008152  0008150 ]
GO:0044237,  cellular metabolic process  [isa: 0008152  0008150 ]
GO:0044238,  primary metabolic process  [isa: 0008152  0008150 ]
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ]
GO:0005976,  polysaccharide metabolic process  [isa: 0005975  0044238  0008152  0008150 ]
GO:0005996,  monosaccharide metabolic process  [isa: 0005975  0044238  0008152  0008150 ]
GO:0006063,  uronic acid metabolic process  [isa: 0005996  0005975  0044238  0008152  0008150 ]
GO:0019318,  hexose metabolic process  [isa: 0005996  0005975  0044238  0008152  0008150 ]
GO:0019321,  pentose metabolic process  [isa: 0005996  0005975  0044238  0008152  0008150 ]
GO:0019852,  L-ascorbic acid metabolic process  [isa: 0005996  0005975  0044238  0008152  0008150 ]
GO:0046400,  keto-3-deoxy-D-manno-octulosonic acid metabolic process  [isa: 0005996  0005975  0044238  0008152  0008150 ]
GO:0009311,  oligosaccharide metabolic process  [isa: 0005975  0044238  0008152  0008150 ]
GO:0019577,  aldaric acid metabolic process  [isa: 0005975  0044238  0008152  0008150 ]
GO:0044262,  cellular carbohydrate metabolic process  [isa: 0005975  0044238  0008152  0008150 ]
GO:0005984,  disaccharide metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0006020,  inositol metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0006097,  glyoxylate cycle  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0019400,  alditol metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0019520,  aldonic acid metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0034637,  cellular carbohydrate biosynthetic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0044264,  cellular polysaccharide metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0046835,  carbohydrate phosphorylation  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0046838,  phosphorylated carbohydrate dephosphorylation  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0051478,  mannosylglycerate metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0051691,  cellular oligosaccharide metabolic process  [isa: 0044262  0005975  0044238  0008152  0008150 ]
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ]
GO:0006139,  nucleobase-containing compound metabolic process  [isa: 0044238  0008152  0008150 ]
GO:0034654,  nucleobase-containing compound biosynthetic process  [isa: 0006139  0044238  0008152  0008150 ]
GO:0055086,  nucleobase-containing small molecule metabolic process  [isa: 0006139  0044238  0008152  0008150 ]
GO:0006753,  nucleoside phosphate metabolic process  [isa: 0055086  0006139  0044238  0008152  0008150 ]
GO:0009117,  nucleotide metabolic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0006163,  purine nucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009150,  purine ribonucleotide metabolic process  [isa: 0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0006637,  acyl-CoA metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0006084,  acetyl-CoA metabolic process  [isa: 0006637  0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:2001293,  malonyl-CoA metabolic process  [isa: 0006637  0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0015936,  coenzyme A metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046031,  ADP metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046033,  AMP metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046040,  IMP metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046058,  cAMP metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0097292,  XMP metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0006165,  nucleoside diphosphate phosphorylation  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0006220,  pyrimidine nucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009165,  nucleotide biosynthetic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009187,  cyclic nucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009259,  ribonucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009218,  pyrimidine ribonucleotide metabolic process  [isa: 0009259  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009260,  ribonucleotide biosynthetic process  [isa: 0009259  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046444,  FMN metabolic process  [isa: 0009259  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009262,  deoxyribonucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009263,  deoxyribonucleotide biosynthetic process  [isa: 0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009265,  2'-deoxyribonucleotide biosynthetic process  [isa: 0009263  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009394,  2'-deoxyribonucleotide metabolic process  [isa: 0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009219,  pyrimidine deoxyribonucleotide metabolic process  [isa: 0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046072,  dTDP metabolic process  [isa: 0009219  0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046073,  dTMP metabolic process  [isa: 0009219  0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046075,  dTTP metabolic process  [isa: 0009219  0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046078,  dUMP metabolic process  [isa: 0009219  0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046080,  dUTP metabolic process  [isa: 0009219  0009394  0009262  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0019362,  pyridine nucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0072387,  flavin adenine dinucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009123,  nucleoside monophosphate metabolic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009124,  nucleoside monophosphate biosynthetic process  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009126,  purine nucleoside monophosphate metabolic process  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009129,  pyrimidine nucleoside monophosphate metabolic process  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009161,  ribonucleoside monophosphate metabolic process  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009162,  deoxyribonucleoside monophosphate metabolic process  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0046940,  nucleoside monophosphate phosphorylation  [isa: 0009123  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009132,  nucleoside diphosphate metabolic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009133,  nucleoside diphosphate biosynthetic process  [isa: 0009132  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009135,  purine nucleoside diphosphate metabolic process  [isa: 0009132  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009138,  pyrimidine nucleoside diphosphate metabolic process  [isa: 0009132  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009185,  ribonucleoside diphosphate metabolic process  [isa: 0009132  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009186,  deoxyribonucleoside diphosphate metabolic process  [isa: 0009132  0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009141,  nucleoside triphosphate metabolic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0033865,  nucleoside bisphosphate metabolic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:1901293,  nucleoside phosphate biosynthetic process  [isa: 0006753  0055086  0006139  0044238  0008152  0008150 ]
GO:0009225,  nucleotide-sugar metabolic process  [isa: 0055086  0006139  0044238  0008152  0008150 ]
GO:0015949,  nucleobase-containing small molecule interconversion  [isa: 0055086  0006139  0044238  0008152  0008150 ]
GO:0090304,  nucleic acid metabolic process  [isa: 0006139  0044238  0008152  0008150 ]
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ]
GO:0044255,  cellular lipid metabolic process  [isa: 0006629  0044238  0008152  0008150 ]
GO:1903509,  liposaccharide metabolic process  [isa: 0006629  0044238  0008152  0008150 ]
GO:0044281,  small molecule metabolic process  [isa: 0008152  0008150 ]
GO:0006066,  alcohol metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0019751,  polyol metabolic process  [isa: 0006066  0044281  0008152  0008150 ]
GO:0034308,  primary alcohol metabolic process  [isa: 0006066  0044281  0008152  0008150 ]
GO:0006082,  organic acid metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0006730,  one-carbon metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0006766,  vitamin metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0006767,  water-soluble vitamin metabolic process  [isa: 0006766  0044281  0008152  0008150 ]
GO:0018904,  ether metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0006662,  glycerol ether metabolic process  [isa: 0018904  0044281  0008152  0008150 ]
GO:0042180,  cellular ketone metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0046292,  formaldehyde metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0046950,  cellular ketone body metabolic process  [isa: 0044281  0008152  0008150 ]
GO:0046034,  ATP metabolic process  [isa: 0008152  0008150 ]
GO:0006754,  ATP biosynthetic process  [isa: 0046034  0008152  0008150 ]
GO:0015986,  ATP synthesis coupled proton transport  [isa: 0006754  0046034  0008152  0008150 ]
GO:0006757,  ATP generation from ADP  [isa: 0046034  0008152  0008150 ]
GO:0055114,  oxidation-reduction process  [isa: 0008152  0008150 ]
GO:0006069,  ethanol oxidation  [isa: 0055114  0008152  0008150 ]
GO:0015944,  formate oxidation  [isa: 0055114  0008152  0008150 ]
GO:0015980,  energy derivation by oxidation of organic compounds  [isa: 0055114  0008152  0008150 ]
GO:0006112,  energy reserve metabolic process  [isa: 0015980  0055114  0008152  0008150 ]
GO:0045333,  cellular respiration  [isa: 0015980  0055114  0008152  0008150 ]
GO:0019419,  sulfate reduction  [isa: 0055114  0008152  0008150 ]
GO:0019516,  lactate oxidation  [isa: 0055114  0008152  0008150 ]
GO:0022900,  electron transport chain  [isa: 0055114  0008152  0008150 ]
GO:0022904,  respiratory electron transport chain  [isa: 0022900  0055114  0008152  0008150 ]
GO:0034440,  lipid oxidation  [isa: 0055114  0008152  0008150 ]
GO:0019395,  fatty acid oxidation  [isa: 0034440  0055114  0008152  0008150 ]
GO:0070085,  glycosylation  [isa: 0008152  0008150 ]
GO:0030259,  lipid glycosylation  [isa: 0070085  0008152  0008150 ]
GO:0036065,  fucosylation  [isa: 0070085  0008152  0008150 ]
GO:0043413,  macromolecule glycosylation  [isa: 0070085  0008152  0008150 ]
GO:0006486,  protein glycosylation  [isa: 0043413  0070085  0008152  0008150 ]
GO:0097502,  mannosylation  [isa: 0070085  0008152  0008150 ]
GO:0070988,  demethylation  [isa: 0008152  0008150 ]
GO:0006482,  protein demethylation  [isa: 0070988  0008152  0008150 ]
GO:0071704,  organic substance metabolic process  [isa: 0008152  0008150 ]
GO:0006081,  cellular aldehyde metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0015977,  carbon fixation  [isa: 0071704  0008152  0008150 ]
GO:0019637,  organophosphate metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0006002,  fructose 6-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0006644,  phospholipid metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0019634,  organic phosphonate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0019682,  glyceraldehyde-3-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0019692,  deoxyribose phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0019693,  ribose phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0042357,  thiamine diphosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0042822,  pyridoxal phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0043647,  inositol phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0051156,  glucose 6-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0051167,  xylulose 5-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0052646,  alditol phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0006072,  glycerol-3-phosphate metabolic process  [isa: 0052646  0019637  0071704  0008152  0008150 ]
GO:0046167,  glycerol-3-phosphate biosynthetic process  [isa: 0006072  0052646  0019637  0071704  0008152  0008150 ]
GO:0052863,  1-deoxy-D-xylulose 5-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0052865,  1-deoxy-D-xylulose 5-phosphate biosynthetic process  [isa: 0052863  0019637  0071704  0008152  0008150 ]
GO:2001058,  D-tagatose 6-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:2001060,  D-glycero-D-manno-heptose 7-phosphate metabolic process  [isa: 0019637  0071704  0008152  0008150 ]
GO:0035383,  thioester metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0043170,  macromolecule metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0043412,  macromolecule modification  [isa: 0043170  0071704  0008152  0008150 ]
GO:0044260,  cellular macromolecule metabolic process  [isa: 0043170  0071704  0008152  0008150 ]
GO:0046500,  S-adenosylmethionine metabolic process  [isa: 0071704  0008152  0008150 ]
GO:1901135,  carbohydrate derivative metabolic process  [isa: 0071704  0008152  0008150 ]
GO:0006040,  amino sugar metabolic process  [isa: 1901135  0071704  0008152  0008150 ]
GO:0006047,  UDP-N-acetylglucosamine metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0006048,  UDP-N-acetylglucosamine biosynthetic process  [isa: 0006047  0006040  1901135  0071704  0008152  0008150 ]
GO:0006050,  mannosamine metabolic process  [isa: 0006040  1901135  0071704  0008152  0008150 ]
GO:0006051,  N-acetylmannosamine metabolic process  [isa: 0006050  0006040  1901135  0071704  0008152  0008150 ]
